"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","COLUMN_TYPE","DATA_TYPE","IS_NULLABLE","COLUMN_KEY"
"world","playercreateinfo_skills","rank","smallint unsigned","smallint","NO",""
"world","playercreateinfo_skills","comment","varchar(255)","varchar","YES",""
"world","playercreateinfo_spell_custom","racemask","int unsigned","int","NO","PRI"
"world","playercreateinfo_spell_custom","classmask","int unsigned","int","NO","PRI"
"world","playercreateinfo_spell_custom","Spell","int unsigned","int","NO","PRI"
"world","playercreateinfo_spell_custom","Note","varchar(255)","varchar","YES",""
"world","points_of_interest","ID","int unsigned","int","NO","PRI"
"world","points_of_interest","PositionX","float","float","NO",""
"world","points_of_interest","PositionY","float","float","NO",""
"world","points_of_interest","PositionZ","float","float","NO",""
"world","points_of_interest","Icon","int unsigned","int","NO",""
"world","points_of_interest","Flags","int unsigned","int","NO",""
"world","points_of_interest","Importance","int unsigned","int","NO",""
"world","points_of_interest","Name","mediumtext","mediumtext","YES",""
"world","points_of_interest","WMOGroupID","int","int","NO",""
"world","points_of_interest","VerifiedBuild","int","int","NO",""
"world","points_of_interest_locale","ID","int unsigned","int","NO","PRI"
"world","points_of_interest_locale","locale","varchar(4)","varchar","NO","PRI"
"world","points_of_interest_locale","Name","mediumtext","mediumtext","YES",""
"world","points_of_interest_locale","VerifiedBuild","int","int","NO",""
"world","pool_members","type","smallint unsigned","smallint","NO","PRI"
"world","pool_members","spawnId","bigint unsigned","bigint","NO","PRI"
"world","pool_members","poolSpawnId","int unsigned","int","NO",""
"world","pool_members","chance","float","float","NO",""
"world","pool_members","description","varchar(255)","varchar","YES",""
"world","pool_template","entry","int unsigned","int","NO","PRI"
"world","pool_template","max_limit","int unsigned","int","NO",""
"world","pool_template","description","varchar(255)","varchar","YES",""
"world","prospecting_loot_template","Entry","int unsigned","int","NO","PRI"
"world","prospecting_loot_template","Item","int unsigned","int","NO","PRI"
"world","prospecting_loot_template","Reference","int unsigned","int","NO",""
"world","prospecting_loot_template","Chance","float","float","NO",""
"world","prospecting_loot_template","QuestRequired","tinyint(1)","tinyint","NO",""
"world","prospecting_loot_template","LootMode","smallint unsigned","smallint","NO",""
"world","prospecting_loot_template","GroupId","tinyint unsigned","tinyint","NO",""
"world","prospecting_loot_template","MinCount","tinyint unsigned","tinyint","NO",""
"world","prospecting_loot_template","MaxCount","tinyint unsigned","tinyint","NO",""
"world","prospecting_loot_template","Comment","varchar(255)","varchar","YES",""
"world","quest_completion_log_conditional","QuestId","int","int","NO","PRI"
"world","quest_completion_log_conditional","PlayerConditionId","int","int","NO","PRI"
"world","quest_completion_log_conditional","QuestgiverCreatureId","int","int","NO","PRI"
"world","quest_completion_log_conditional","locale","varchar(4)","varchar","NO","PRI"
"world","quest_completion_log_conditional","Text","text","text","YES",""
"world","quest_completion_log_conditional","OrderIndex","int","int","NO",""
"world","quest_completion_log_conditional","VerifiedBuild","int","int","NO",""
"world","quest_description_conditional","QuestId","int","int","NO","PRI"
"world","quest_description_conditional","PlayerConditionId","int","int","NO","PRI"
"world","quest_description_conditional","QuestgiverCreatureId","int","int","NO","PRI"
"world","quest_description_conditional","locale","varchar(4)","varchar","NO","PRI"
"world","quest_description_conditional","Text","text","text","YES",""
"world","quest_description_conditional","OrderIndex","int","int","NO",""
"world","quest_description_conditional","VerifiedBuild","int","int","NO",""
"world","quest_details","ID","int unsigned","int","NO","PRI"
"world","quest_details","Emote1","smallint unsigned","smallint","NO",""
"world","quest_details","Emote2","smallint unsigned","smallint","NO",""
"world","quest_details","Emote3","smallint unsigned","smallint","NO",""
"world","quest_details","Emote4","smallint unsigned","smallint","NO",""
"world","quest_details","EmoteDelay1","int unsigned","int","NO",""
"world","quest_details","EmoteDelay2","int unsigned","int","NO",""
"world","quest_details","EmoteDelay3","int unsigned","int","NO",""
"world","quest_details","EmoteDelay4","int unsigned","int","NO",""
"world","quest_details","VerifiedBuild","int","int","NO",""
"world","quest_greeting","ID","int unsigned","int","NO","PRI"
"world","quest_greeting","Type","tinyint unsigned","tinyint","NO","PRI"
"world","quest_greeting","GreetEmoteType","smallint unsigned","smallint","NO",""
"world","quest_greeting","GreetEmoteDelay","int unsigned","int","NO",""
"world","quest_greeting","Greeting","mediumtext","mediumtext","YES",""
"world","quest_greeting","VerifiedBuild","int","int","NO",""
"world","quest_greeting_locale","ID","int unsigned","int","NO","PRI"
"world","quest_greeting_locale","type","tinyint unsigned","tinyint","NO","PRI"
"world","quest_greeting_locale","locale","varchar(4)","varchar","NO","PRI"
"world","quest_greeting_locale","Greeting","mediumtext","mediumtext","YES",""
"world","quest_greeting_locale","VerifiedBuild","int","int","NO",""
"world","quest_mail_sender","QuestId","int unsigned","int","NO","PRI"
"world","quest_mail_sender","RewardMailSenderEntry","int unsigned","int","NO",""
"world","quest_objectives","ID","int unsigned","int","NO","PRI"
"world","quest_objectives","QuestID","int unsigned","int","NO",""
"world","quest_objectives","Type","tinyint unsigned","tinyint","NO",""
"world","quest_objectives","Order","tinyint unsigned","tinyint","NO",""
"world","quest_objectives","StorageIndex","tinyint","tinyint","NO",""
"world","quest_objectives","ObjectID","int","int","NO",""
"world","quest_objectives","Amount","int","int","NO",""
"world","quest_objectives","Flags","int unsigned","int","NO",""
"world","quest_objectives","Flags2","int unsigned","int","NO",""
"world","quest_objectives","ProgressBarWeight","float","float","NO",""
"world","quest_objectives","Description","mediumtext","mediumtext","YES",""
"world","quest_objectives","VerifiedBuild","int","int","NO",""
"world","quest_objectives_completion_effect","ObjectiveID","int","int","NO","PRI"
"world","quest_objectives_completion_effect","GameEventID","int","int","YES",""
"world","quest_objectives_completion_effect","SpellID","int","int","YES",""
"world","quest_objectives_completion_effect","ConversationID","int","int","YES",""
"world","quest_objectives_completion_effect","UpdatePhaseShift","tinyint(1)","tinyint","YES",""
"world","quest_objectives_completion_effect","UpdateZoneAuras","tinyint(1)","tinyint","YES",""
"world","quest_objectives_locale","ID","int unsigned","int","NO","PRI"
"world","quest_objectives_locale","locale","varchar(4)","varchar","NO","PRI"
"world","quest_objectives_locale","QuestId","int unsigned","int","NO",""
"world","quest_objectives_locale","StorageIndex","tinyint","tinyint","NO",""
"world","quest_objectives_locale","Description","mediumtext","mediumtext","YES",""
"world","quest_objectives_locale","VerifiedBuild","int","int","NO",""
"world","quest_offer_reward","ID","int unsigned","int","NO","PRI"
"world","quest_offer_reward","Emote1","smallint","smallint","NO",""
"world","quest_offer_reward","Emote2","smallint","smallint","NO",""
"world","quest_offer_reward","Emote3","smallint","smallint","NO",""
"world","quest_offer_reward","Emote4","smallint","smallint","NO",""
"world","quest_offer_reward","EmoteDelay1","int unsigned","int","NO",""
"world","quest_offer_reward","EmoteDelay2","int unsigned","int","NO",""
"world","quest_offer_reward","EmoteDelay3","int unsigned","int","NO",""
"world","quest_offer_reward","EmoteDelay4","int unsigned","int","NO",""
"world","quest_offer_reward","RewardText","mediumtext","mediumtext","YES",""
"world","quest_offer_reward","VerifiedBuild","int","int","NO",""
"world","quest_offer_reward_conditional","QuestId","int","int","NO","PRI"
"world","quest_offer_reward_conditional","PlayerConditionId","int","int","NO","PRI"
"world","quest_offer_reward_conditional","QuestgiverCreatureId","int","int","NO","PRI"
"world","quest_offer_reward_conditional","locale","varchar(4)","varchar","NO","PRI"
"world","quest_offer_reward_conditional","Text","text","text","YES",""
"world","quest_offer_reward_conditional","OrderIndex","int","int","NO",""
"world","quest_offer_reward_conditional","VerifiedBuild","int","int","NO",""
"world","quest_offer_reward_locale","ID","int unsigned","int","NO","PRI"
"world","quest_offer_reward_locale","locale","varchar(4)","varchar","NO","PRI"
"world","quest_offer_reward_locale","RewardText","mediumtext","mediumtext","YES",""
"world","quest_offer_reward_locale","VerifiedBuild","int","int","NO",""
"world","quest_poi","QuestID","int","int","NO","PRI"
"world","quest_poi","BlobIndex","int","int","NO","PRI"
"world","quest_poi","Idx1","int","int","NO","PRI"
"world","quest_poi","ObjectiveIndex","int","int","NO",""
"world","quest_poi","QuestObjectiveID","int","int","NO",""
"world","quest_poi","QuestObjectID","int","int","NO",""
"world","quest_poi","MapID","int","int","NO",""
"world","quest_poi","UiMapID","int","int","NO",""
"world","quest_poi","Priority","int","int","NO",""
"world","quest_poi","Flags","int","int","NO",""
"world","quest_poi","WorldEffectID","int","int","NO",""
"world","quest_poi","PlayerConditionID","int","int","NO",""
"world","quest_poi","NavigationPlayerConditionID","int","int","NO",""
"world","quest_poi","SpawnTrackingID","int","int","NO",""
"world","quest_poi","AlwaysAllowMergingBlobs","tinyint unsigned","tinyint","NO",""
"world","quest_poi","VerifiedBuild","int","int","NO",""
"world","quest_poi_points","QuestID","int","int","NO","PRI"
"world","quest_poi_points","Idx1","int","int","NO","PRI"
"world","quest_poi_points","Idx2","int","int","NO","PRI"
"world","quest_poi_points","X","int","int","NO",""
"world","quest_poi_points","Y","int","int","NO",""
"world","quest_poi_points","Z","int","int","NO",""
"world","quest_poi_points","VerifiedBuild","int","int","NO",""
"world","quest_pool_members","questId","int unsigned","int","NO","PRI"
"world","quest_pool_members","poolId","int unsigned","int","NO",""
"world","quest_pool_members","poolIndex","tinyint unsigned","tinyint","NO",""
"world","quest_pool_members","description","varchar(255)","varchar","YES",""
"world","quest_pool_template","poolId","int unsigned","int","NO","PRI"
"world","quest_pool_template","numActive","int unsigned","int","NO",""
"world","quest_pool_template","description","varchar(255)","varchar","YES",""
"world","quest_request_items","ID","int unsigned","int","NO","PRI"
"world","quest_request_items","EmoteOnComplete","smallint unsigned","smallint","NO",""
"world","quest_request_items","EmoteOnIncomplete","smallint unsigned","smallint","NO",""
"world","quest_request_items","EmoteOnCompleteDelay","int unsigned","int","NO",""
"world","quest_request_items","EmoteOnIncompleteDelay","int unsigned","int","NO",""
"world","quest_request_items","CompletionText","mediumtext","mediumtext","YES",""
"world","quest_request_items","VerifiedBuild","int","int","NO",""
"world","quest_request_items_conditional","QuestId","int","int","NO","PRI"
"world","quest_request_items_conditional","PlayerConditionId","int","int","NO","PRI"
"world","quest_request_items_conditional","QuestgiverCreatureId","int","int","NO","PRI"
"world","quest_request_items_conditional","locale","varchar(4)","varchar","NO","PRI"
"world","quest_request_items_conditional","Text","text","text","YES",""
"world","quest_request_items_conditional","OrderIndex","int","int","NO",""
"world","quest_request_items_conditional","VerifiedBuild","int","int","NO",""
"world","quest_request_items_locale","ID","int unsigned","int","NO","PRI"
"world","quest_request_items_locale","locale","varchar(4)","varchar","NO","PRI"
"world","quest_request_items_locale","CompletionText","mediumtext","mediumtext","YES",""
"world","quest_request_items_locale","VerifiedBuild","int","int","NO",""
"world","quest_reward_choice_items","QuestID","int unsigned","int","NO","PRI"
"world","quest_reward_choice_items","Type1","tinyint unsigned","tinyint","YES",""
"world","quest_reward_choice_items","Type2","tinyint unsigned","tinyint","YES",""
"world","quest_reward_choice_items","Type3","tinyint unsigned","tinyint","YES",""
"world","quest_reward_choice_items","Type4","tinyint unsigned","tinyint","YES",""
"world","quest_reward_choice_items","Type5","tinyint unsigned","tinyint","YES",""
"world","quest_reward_choice_items","Type6","tinyint unsigned","tinyint","YES",""
"world","quest_reward_choice_items","VerifiedBuild","int","int","NO",""
"world","quest_reward_display_spell","QuestID","int unsigned","int","NO","PRI"
"world","quest_reward_display_spell","Idx","int unsigned","int","NO","PRI"
"world","quest_reward_display_spell","SpellID","int unsigned","int","YES",""
"world","quest_reward_display_spell","PlayerConditionID","int unsigned","int","YES",""
"world","quest_reward_display_spell","Type","int unsigned","int","NO",""
"world","quest_reward_display_spell","VerifiedBuild","int","int","NO",""
"world","quest_template","ID","int unsigned","int","NO","PRI"
"world","quest_template","QuestType","tinyint unsigned","tinyint","NO",""
"world","quest_template","QuestLevel","int","int","NO",""
"world","quest_template","QuestScalingFactionGroup","int","int","NO",""
"world","quest_template","QuestMaxScalingLevel","int","int","NO",""
"world","quest_template","QuestPackageID","int unsigned","int","NO",""
"world","quest_template","MinLevel","int","int","NO",""
"world","quest_template","QuestSortID","smallint","smallint","NO",""
"world","quest_template","QuestInfoID","smallint unsigned","smallint","NO",""
"world","quest_template","SuggestedGroupNum","tinyint unsigned","tinyint","NO",""
"world","quest_template","RewardNextQuest","int unsigned","int","NO",""
"world","quest_template","RewardXPDifficulty","int unsigned","int","NO",""
"world","quest_template","RewardXPMultiplier","float","float","NO",""
"world","quest_template","RewardMoneyDifficulty","int unsigned","int","NO",""
"world","quest_template","RewardMoneyMultiplier","float","float","NO",""
"world","quest_template","RewardBonusMoney","int unsigned","int","NO",""
"world","quest_template","RewardDisplaySpell1","int unsigned","int","NO",""
"world","quest_template","RewardDisplaySpell2","int unsigned","int","NO",""
"world","quest_template","RewardDisplaySpell3","int unsigned","int","NO",""
"world","quest_template","RewardSpell","int unsigned","int","NO",""
"world","quest_template","RewardHonor","int unsigned","int","NO",""
"world","quest_template","RewardKillHonor","int unsigned","int","NO",""
"world","quest_template","StartItem","int unsigned","int","NO",""
"world","quest_template","RewardArtifactXPDifficulty","int unsigned","int","NO",""
"world","quest_template","RewardArtifactXPMultiplier","float","float","NO",""
"world","quest_template","RewardArtifactCategoryID","int unsigned","int","NO",""
"world","quest_template","Flags","int unsigned","int","NO",""
"world","quest_template","FlagsEx","int unsigned","int","NO",""
"world","quest_template","FlagsEx2","int unsigned","int","NO",""
"world","quest_template","RewardItem1","int unsigned","int","NO",""
"world","quest_template","RewardAmount1","int unsigned","int","NO",""
"world","quest_template","RewardItem2","int unsigned","int","NO",""
"world","quest_template","RewardAmount2","int unsigned","int","NO",""
"world","quest_template","RewardItem3","int unsigned","int","NO",""
"world","quest_template","RewardAmount3","int unsigned","int","NO",""
"world","quest_template","RewardItem4","int unsigned","int","NO",""
"world","quest_template","RewardAmount4","int unsigned","int","NO",""
"world","quest_template","ItemDrop1","int unsigned","int","NO",""
"world","quest_template","ItemDropQuantity1","int unsigned","int","NO",""
"world","quest_template","ItemDrop2","int unsigned","int","NO",""
"world","quest_template","ItemDropQuantity2","int unsigned","int","NO",""
"world","quest_template","ItemDrop3","int unsigned","int","NO",""
"world","quest_template","ItemDropQuantity3","int unsigned","int","NO",""
"world","quest_template","ItemDrop4","int unsigned","int","NO",""
"world","quest_template","ItemDropQuantity4","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemID1","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemQuantity1","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemDisplayID1","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemID2","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemQuantity2","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemDisplayID2","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemID3","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemQuantity3","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemDisplayID3","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemID4","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemQuantity4","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemDisplayID4","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemID5","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemQuantity5","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemDisplayID5","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemID6","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemQuantity6","int unsigned","int","NO",""
"world","quest_template","RewardChoiceItemDisplayID6","int unsigned","int","NO",""
"world","quest_template","POIContinent","int unsigned","int","NO",""
"world","quest_template","POIx","float","float","NO",""
"world","quest_template","POIy","float","float","NO",""
"world","quest_template","POIPriority","int","int","NO",""
"world","quest_template","RewardTitle","int unsigned","int","NO",""
"world","quest_template","RewardArenaPoints","int unsigned","int","NO",""
"world","quest_template","RewardSkillLineID","int unsigned","int","NO",""
"world","quest_template","RewardNumSkillUps","int unsigned","int","NO",""
"world","quest_template","PortraitGiver","int unsigned","int","NO",""
"world","quest_template","PortraitGiverMount","int","int","NO",""
"world","quest_template","PortraitGiverModelSceneID","int","int","NO",""
"world","quest_template","PortraitTurnIn","int unsigned","int","NO",""
"world","quest_template","RewardFactionID1","int unsigned","int","NO",""
"world","quest_template","RewardFactionValue1","int","int","NO",""
"world","quest_template","RewardFactionOverride1","int","int","NO",""
"world","quest_template","RewardFactionCapIn1","int","int","NO",""
"world","quest_template","RewardFactionID2","int unsigned","int","NO",""
"world","quest_template","RewardFactionValue2","int","int","NO",""
"world","quest_template","RewardFactionOverride2","int","int","NO",""
"world","quest_template","RewardFactionCapIn2","int","int","NO",""
"world","quest_template","RewardFactionID3","int unsigned","int","NO",""
"world","quest_template","RewardFactionValue3","int","int","NO",""
"world","quest_template","RewardFactionOverride3","int","int","NO",""
"world","quest_template","RewardFactionCapIn3","int","int","NO",""
"world","quest_template","RewardFactionID4","int unsigned","int","NO",""
"world","quest_template","RewardFactionValue4","int","int","NO",""
"world","quest_template","RewardFactionOverride4","int","int","NO",""
"world","quest_template","RewardFactionCapIn4","int","int","NO",""
"world","quest_template","RewardFactionID5","int unsigned","int","NO",""
"world","quest_template","RewardFactionValue5","int","int","NO",""
"world","quest_template","RewardFactionOverride5","int","int","NO",""
"world","quest_template","RewardFactionCapIn5","int","int","NO",""
"world","quest_template","RewardFactionFlags","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyID1","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyQty1","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyID2","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyQty2","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyID3","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyQty3","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyID4","int unsigned","int","NO",""
"world","quest_template","RewardCurrencyQty4","int unsigned","int","NO",""
"world","quest_template","AcceptedSoundKitID","int unsigned","int","NO",""
"world","quest_template","CompleteSoundKitID","int unsigned","int","NO",""
"world","quest_template","AreaGroupID","int unsigned","int","NO",""
"world","quest_template","TimeAllowed","bigint","bigint","NO",""
"world","quest_template","AllowableRaces","bigint unsigned","bigint","YES",""
"world","quest_template","TreasurePickerID","int","int","NO",""
"world","quest_template","Expansion","int","int","NO",""
"world","quest_template","ManagedWorldStateID","int","int","NO",""
"world","quest_template","QuestSessionBonus","int","int","NO",""
"world","quest_template","LogTitle","mediumtext","mediumtext","YES",""
"world","quest_template","LogDescription","mediumtext","mediumtext","YES",""
"world","quest_template","QuestDescription","mediumtext","mediumtext","YES",""
"world","quest_template","AreaDescription","mediumtext","mediumtext","YES",""
"world","quest_template","PortraitGiverText","mediumtext","mediumtext","YES",""
"world","quest_template","PortraitGiverName","mediumtext","mediumtext","YES",""
"world","quest_template","PortraitTurnInText","mediumtext","mediumtext","YES",""
"world","quest_template","PortraitTurnInName","mediumtext","mediumtext","YES",""
"world","quest_template","QuestCompletionLog","mediumtext","mediumtext","YES",""
"world","quest_template","VerifiedBuild","int","int","NO",""
"world","quest_template_addon","ID","int unsigned","int","NO","PRI"
"world","quest_template_addon","MaxLevel","tinyint unsigned","tinyint","NO",""
"world","quest_template_addon","AllowableClasses","int unsigned","int","NO",""
"world","quest_template_addon","SourceSpellID","int unsigned","int","NO",""
"world","quest_template_addon","PrevQuestID","int","int","NO",""
"world","quest_template_addon","NextQuestID","int unsigned","int","NO",""
"world","quest_template_addon","ExclusiveGroup","int","int","NO",""
"world","quest_template_addon","BreadcrumbForQuestId","int","int","NO",""
"world","quest_template_addon","RewardMailTemplateID","int unsigned","int","NO",""
"world","quest_template_addon","RewardMailDelay","int unsigned","int","NO",""
"world","quest_template_addon","RequiredSkillID","smallint unsigned","smallint","NO",""
"world","quest_template_addon","RequiredSkillPoints","smallint unsigned","smallint","NO",""
"world","quest_template_addon","RequiredMinRepFaction","smallint unsigned","smallint","NO",""
"world","quest_template_addon","RequiredMaxRepFaction","smallint unsigned","smallint","NO",""
"world","quest_template_addon","RequiredMinRepValue","int","int","NO",""
"world","quest_template_addon","RequiredMaxRepValue","int","int","NO",""
"world","quest_template_addon","ProvidedItemCount","tinyint unsigned","tinyint","NO",""
"world","quest_template_addon","SpecialFlags","tinyint unsigned","tinyint","NO",""
"world","quest_template_addon","ScriptName","varchar(64)","varchar","NO",""
"world","quest_template_locale","ID","int unsigned","int","NO","PRI"
"world","quest_template_locale","locale","varchar(4)","varchar","NO","PRI"
"world","quest_template_locale","LogTitle","mediumtext","mediumtext","YES",""
"world","quest_template_locale","LogDescription","mediumtext","mediumtext","YES",""
"world","quest_template_locale","QuestDescription","mediumtext","mediumtext","YES",""
"world","quest_template_locale","AreaDescription","mediumtext","mediumtext","YES",""
"world","quest_template_locale","PortraitGiverText","mediumtext","mediumtext","YES",""
"world","quest_template_locale","PortraitGiverName","mediumtext","mediumtext","YES",""
"world","quest_template_locale","PortraitTurnInText","mediumtext","mediumtext","YES",""
"world","quest_template_locale","PortraitTurnInName","mediumtext","mediumtext","YES",""
"world","quest_template_locale","QuestCompletionLog","mediumtext","mediumtext","YES",""
"world","quest_template_locale","VerifiedBuild","int","int","NO",""
"world","quest_visual_effect","ID","int unsigned","int","NO","PRI"
"world","quest_visual_effect","Index","tinyint unsigned","tinyint","NO","PRI"
"world","quest_visual_effect","VisualEffect","int","int","NO",""
"world","quest_visual_effect","VerifiedBuild","int","int","NO",""
"world","race_unlock_requirement","raceID","tinyint unsigned","tinyint","NO","PRI"
"world","race_unlock_requirement","expansion","tinyint unsigned","tinyint","NO",""
"world","race_unlock_requirement","achievementId","int unsigned","int","NO",""
"world","reference_loot_template","Entry","int unsigned","int","NO","PRI"
"world","reference_loot_template","Item","int unsigned","int","NO","PRI"
"world","reference_loot_template","Reference","int unsigned","int","NO",""
"world","reference_loot_template","Chance","float","float","NO",""
"world","reference_loot_template","QuestRequired","tinyint(1)","tinyint","NO",""
"world","reference_loot_template","LootMode","smallint unsigned","smallint","NO",""
"world","reference_loot_template","GroupId","tinyint unsigned","tinyint","NO",""
"world","reference_loot_template","MinCount","tinyint unsigned","tinyint","NO",""
"world","reference_loot_template","MaxCount","tinyint unsigned","tinyint","NO",""
"world","reference_loot_template","Comment","varchar(255)","varchar","YES",""
"world","reputation_reward_rate","faction","int unsigned","int","NO","PRI"
"world","reputation_reward_rate","quest_rate","float","float","NO",""
"world","reputation_reward_rate","quest_daily_rate","float","float","NO",""
"world","reputation_reward_rate","quest_weekly_rate","float","float","NO",""
"world","reputation_reward_rate","quest_monthly_rate","float","float","NO",""
"world","reputation_reward_rate","quest_repeatable_rate","float","float","NO",""
"world","reputation_reward_rate","creature_rate","float","float","NO",""
"world","reputation_reward_rate","spell_rate","float","float","NO",""
"world","reputation_spillover_template","faction","smallint unsigned","smallint","NO","PRI"
"world","reputation_spillover_template","faction1","smallint unsigned","smallint","NO",""
"world","reputation_spillover_template","rate_1","float","float","NO",""
"world","reputation_spillover_template","rank_1","tinyint unsigned","tinyint","NO",""
"world","reputation_spillover_template","faction2","smallint unsigned","smallint","NO",""
"world","reputation_spillover_template","rate_2","float","float","NO",""
"world","reputation_spillover_template","rank_2","tinyint unsigned","tinyint","NO",""
"world","reputation_spillover_template","faction3","smallint unsigned","smallint","NO",""
"world","reputation_spillover_template","rate_3","float","float","NO",""
"world","reputation_spillover_template","rank_3","tinyint unsigned","tinyint","NO",""
"world","reputation_spillover_template","faction4","smallint unsigned","smallint","NO",""
"world","reputation_spillover_template","rate_4","float","float","NO",""
"world","reputation_spillover_template","rank_4","tinyint unsigned","tinyint","NO",""
"world","reputation_spillover_template","faction5","smallint unsigned","smallint","NO",""
"world","reputation_spillover_template","rate_5","float","float","NO",""
"world","reputation_spillover_template","rank_5","tinyint unsigned","tinyint","NO",""
"world","scenario_poi","CriteriaTreeID","int","int","NO","PRI"
"world","scenario_poi","BlobIndex","int","int","NO","PRI"
"world","scenario_poi","Idx1","int","int","NO","PRI"
"world","scenario_poi","MapID","int","int","NO",""
"world","scenario_poi","UiMapID","int","int","NO",""
"world","scenario_poi","Priority","int","int","NO",""
"world","scenario_poi","Flags","int","int","NO",""
"world","scenario_poi","WorldEffectID","int","int","NO",""
"world","scenario_poi","PlayerConditionID","int","int","NO",""
"world","scenario_poi","NavigationPlayerConditionID","int","int","NO",""
"world","scenario_poi","VerifiedBuild","int","int","NO",""
"world","scenario_poi_points","CriteriaTreeID","int","int","NO","PRI"
"world","scenario_poi_points","Idx1","int","int","NO","PRI"
"world","scenario_poi_points","Idx2","int","int","NO","PRI"
"world","scenario_poi_points","X","int","int","NO",""
"world","scenario_poi_points","Y","int","int","NO",""
"world","scenario_poi_points","Z","int","int","NO",""
"world","scenario_poi_points","VerifiedBuild","int","int","NO",""
"world","scenarios","map","int unsigned","int","NO","PRI"
"world","scenarios","difficulty","tinyint unsigned","tinyint","NO","PRI"
"world","scenarios","scenario_A","int unsigned","int","NO",""
"world","scenarios","scenario_H","int unsigned","int","NO",""
"world","scene_template","SceneId","int unsigned","int","NO","PRI"
"world","scene_template","Flags","int unsigned","int","NO",""
"world","scene_template","ScriptPackageID","int unsigned","int","NO",""
"world","scene_template","Encrypted","tinyint unsigned","tinyint","NO",""
"world","scene_template","ScriptName","varchar(64)","varchar","NO",""
"world","script_spline_chain_meta","entry","int unsigned","int","NO","PRI"
"world","script_spline_chain_meta","chainId","smallint unsigned","smallint","NO","PRI"
"world","script_spline_chain_meta","splineId","tinyint unsigned","tinyint","NO","PRI"
"world","script_spline_chain_meta","expectedDuration","int unsigned","int","NO",""
"world","script_spline_chain_meta","msUntilNext","int unsigned","int","NO",""
"world","script_spline_chain_meta","velocity","float","float","NO",""
"world","script_spline_chain_waypoints","entry","int unsigned","int","NO","PRI"
"world","script_spline_chain_waypoints","chainId","smallint unsigned","smallint","NO","PRI"
"world","script_spline_chain_waypoints","splineId","tinyint unsigned","tinyint","NO","PRI"
"world","script_spline_chain_waypoints","wpId","tinyint unsigned","tinyint","NO","PRI"
"world","script_spline_chain_waypoints","x","float","float","NO",""
"world","script_spline_chain_waypoints","y","float","float","NO",""
"world","script_spline_chain_waypoints","z","float","float","NO",""
"world","script_waypoint","entry","int unsigned","int","NO","PRI"
"world","script_waypoint","pointid","int unsigned","int","NO","PRI"
"world","script_waypoint","location_x","float","float","NO",""
"world","script_waypoint","location_y","float","float","NO",""
"world","script_waypoint","location_z","float","float","NO",""
"world","script_waypoint","waittime","int unsigned","int","NO",""
"world","script_waypoint","point_comment","mediumtext","mediumtext","YES",""
"world","serverside_spell","Id","int unsigned","int","NO","PRI"
"world","serverside_spell","DifficultyID","int","int","NO","PRI"
"world","serverside_spell","CategoryId","int unsigned","int","NO",""
"world","serverside_spell","Dispel","int unsigned","int","NO",""
"world","serverside_spell","Mechanic","int unsigned","int","NO",""
"world","serverside_spell","Attributes","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx2","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx3","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx4","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx5","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx6","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx7","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx8","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx9","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx10","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx11","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx12","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx13","int unsigned","int","NO",""
"world","serverside_spell","AttributesEx14","int unsigned","int","NO",""
"world","serverside_spell","Stances","bigint unsigned","bigint","NO",""
